file,alpha,coverage_target,delta,epsilon_train_target,epsilon_cal,num_bins,cal_size,train_size,seed,device,nominal_coverage,label_smoothing,np_accuracy,np_coverage,np_avg_set_size,np_tau,dp_accuracy,epsilon_train_realized,noise_multiplier,tau_nonprivate_cal,test_coverage_nonprivate_cal,dp_avg_set_size_nonprivate_cal,epsilon_total_basic_composition,beta,coverage_lower_bound_formal,tau_dp_cal,test_coverage_dp_cal,avg_set_size_dp_cal,lambda,noise_scale,k,coverage_bound_formal_ok,privacy_training_ok,coverage_empirical_ok,overall_formal_ok,overall_empirical_ok,tau_q_k,tau_q_kplus2lambda,certificate_width_tau,observed_inflation_tau_grid,observed_inflation_tau_exact,theorem_tau_ok,theorem_idx_ok,q_k_index,q_kplus2lambda_index,crossing_index_dp,empirical_margin_to_bound,empirical_margin_to_target,empirical_margin_to_nominal,inflation_to_certificate_ratio
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,4.0,50,2000,48000,0,cuda,0.75,0.5,0.3548,0.7487,11.2014,0.25913941860198975,0.1737,3.9944060025341086,0.640869140625,0.3804239332675934,0.7601,24.8703,7.994406002534109,0.001,0.749,0.48,0.8267,33.555,135.24722855512854,12.5,1501,True,True,True,True,True,0.4000000059604645,0.6200000047683716,0.22,0.08,0.0996,True,True,19,30,23,0.07769999999999999,0.12670000000000003,0.07669999999999999,0.36363636363636365
report_traineps_4.0_caleps_8.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,8.0,50,2000,48000,0,cuda,0.75,0.5,0.3621,0.762,12.2001,0.27775371074676514,0.1737,3.9944060025341086,0.640869140625,0.3804239332675934,0.7601,24.8703,11.99440600253411,0.001,0.749,0.44,0.8009,29.9593,67.62361427756427,6.25,1501,True,True,True,True,True,0.4000000059604645,0.5,0.1,0.04,0.0596,True,True,19,24,21,0.051899999999999946,0.10089999999999999,0.050899999999999945,0.39999999999999997
