file,alpha,coverage_target,delta,epsilon_train_target,epsilon_cal,num_bins,cal_size,train_size,seed,device,nominal_coverage,label_smoothing,np_accuracy,np_coverage,np_avg_set_size,np_tau,dp_accuracy,epsilon_train_realized,noise_multiplier,tau_nonprivate_cal,test_coverage_nonprivate_cal,dp_avg_set_size_nonprivate_cal,epsilon_total_basic_composition,beta,coverage_lower_bound_formal,tau_dp_cal,test_coverage_dp_cal,avg_set_size_dp_cal,lambda,noise_scale,k,coverage_bound_formal_ok,privacy_training_ok,coverage_empirical_ok,overall_formal_ok,overall_empirical_ok,tau_q_k,tau_q_kplus2lambda,certificate_width_tau,observed_inflation_tau_grid,observed_inflation_tau_exact,theorem_tau_ok,theorem_idx_ok,q_k_index,q_kplus2lambda_index,crossing_index_dp,empirical_margin_to_bound,empirical_margin_to_target,empirical_margin_to_nominal,inflation_to_certificate_ratio
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.44999999999999996,0.7,1e-05,4.0,2.0,50,2000,48000,1,cuda,0.55,0.5,0.7227,0.865,1.8977,0.276599645614624,0.4845,3.9932332188719033,0.5584716796875,0.2998277544975281,0.7427,2.4511,5.993233218871904,0.001,0.549,0.38,0.8026,3.06,270.4944571102571,25.0,1101,False,True,True,False,True,0.30000001192092896,0.5,0.2,0.08,0.0802,True,True,14,24,18,0.25359999999999994,0.10260000000000002,0.25259999999999994,0.39999999999999997
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.44999999999999996,0.7,1e-05,4.0,2.0,50,2000,48000,2,cuda,0.55,0.5,0.7321,0.8701,1.8452,0.2710740864276886,0.4783,3.9932332188719033,0.5584716796875,0.2926670014858246,0.7414,2.3968,5.993233218871904,0.001,0.549,0.4,0.8255,3.2779,270.4944571102571,25.0,1101,False,True,True,False,True,0.30000001192092896,0.5199999809265137,0.22,0.1,0.1073,True,True,14,25,19,0.27649999999999997,0.12550000000000006,0.27549999999999997,0.4545454545454546
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.35,0.7,1e-05,4.0,2.0,50,2000,48000,0,cuda,0.65,0.5,0.7256,0.8847,2.0806,0.2980665862560272,0.4822,3.9932332188719033,0.5584716796875,0.37350621819496155,0.8031,3.0023,5.993233218871904,0.001,0.649,0.48,0.8664,3.9814,270.4944571102571,25.0,1301,False,True,True,False,True,0.3799999952316284,0.7200000286102295,0.34,0.1,0.1065,True,True,18,35,23,0.21739999999999993,0.1664,0.21639999999999993,0.29411764705882354
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.35,0.7,1e-05,4.0,2.0,50,2000,48000,1,cuda,0.65,0.5,0.7239,0.8863,2.1139,0.2979413568973541,0.4845,3.9932332188719033,0.5584716796875,0.3583650588989258,0.785,2.8755,5.993233218871904,0.001,0.649,0.48,0.8628,3.9686,270.4944571102571,25.0,1301,False,True,True,False,True,0.36000001430511475,0.699999988079071,0.34,0.12,0.1216,True,True,17,34,23,0.2138,0.16280000000000006,0.2128,0.3529411764705882
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.35,0.7,1e-05,4.0,2.0,50,2000,48000,2,cuda,0.65,0.5,0.7365,0.8884,2.0334,0.29489606618881226,0.4783,3.9932332188719033,0.5584716796875,0.35062694549560547,0.7861,2.84,5.993233218871904,0.001,0.649,0.48,0.8683,3.9938,270.4944571102571,25.0,1301,False,True,True,False,True,0.36000001430511475,0.699999988079071,0.34,0.12,0.1294,True,True,17,34,23,0.21929999999999994,0.1683,0.21829999999999994,0.3529411764705882
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,2.0,50,2000,48000,0,cuda,0.75,0.5,0.7248,0.9053,2.4021,0.3347318172454834,0.4822,3.9932332188719033,0.5584716796875,0.45557454228401184,0.8561,3.7756,5.993233218871904,0.001,0.749,0.64,0.9364,5.7041,270.4944571102571,25.0,1501,True,True,True,True,True,0.46000000834465027,1.0,0.54,0.18,0.1844,True,True,22,49,31,0.1874,0.23640000000000005,0.1864,0.3333333333333333
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.25,0.7,1e-05,4.0,2.0,50,2000,48000,1,cuda,0.75,0.5,0.7305,0.9065,2.398,0.33671557903289795,0.4845,3.9932332188719033,0.5584716796875,0.4265948235988617,0.8386,3.527,5.993233218871904,0.001,0.749,0.6,0.923,5.2088,270.4944571102571,25.0,1501,True,True,True,True,True,0.4399999976158142,1.0,0.56,0.16,0.1734,True,True,21,49,29,0.17400000000000004,0.2230000000000001,0.17300000000000004,0.2857142857142857
report_traineps_4.0_caleps_2.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.25,0.7,1e-05,4.0,2.0,50,2000,48000,2,cuda,0.75,0.5,0.735,0.9028,2.3003,0.32462334632873535,0.4783,3.9932332188719033,0.5584716796875,0.4227134883403778,0.841,3.5124,5.993233218871904,0.001,0.749,0.66,0.9417,5.8788,270.4944571102571,25.0,1501,True,True,True,True,True,0.4399999976158142,1.0,0.56,0.22,0.2373,True,True,21,49,32,0.19269999999999998,0.24170000000000003,0.19169999999999998,0.39285714285714285
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.44999999999999996,0.7,1e-05,4.0,2.0,50,4000,46000,0,cuda,0.55,0.5,0.7257,0.8694,1.8642,0.26473695039749146,0.4748,3.995359909254509,0.5609130859375,0.298633337020874,0.7451,2.4665,5.995359909254509,0.001,0.549,0.34,0.7784,2.7943,270.4944571102571,25.0,2201,False,True,True,False,True,0.30000001192092896,0.4000000059604645,0.1,0.04,0.0414,True,True,14,19,16,0.22939999999999994,0.07840000000000003,0.22839999999999994,0.39999999999999997
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.44999999999999996,0.7,1e-05,4.0,2.0,50,4000,46000,1,cuda,0.55,0.5,0.7311,0.8688,1.8855,0.28064650297164917,0.4769,3.995359909254509,0.5609130859375,0.297548770904541,0.7456,2.4569,5.995359909254509,0.001,0.549,0.34,0.778,2.7834,270.4944571102571,25.0,2201,False,True,True,False,True,0.30000001192092896,0.4000000059604645,0.1,0.04,0.0425,True,True,14,19,16,0.22899999999999998,0.07800000000000007,0.22799999999999998,0.39999999999999997
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.44999999999999996,0.7,1e-05,4.0,2.0,50,4000,46000,2,cuda,0.55,0.5,0.7289,0.8683,1.8632,0.27211371064186096,0.4761,3.995359909254509,0.5609130859375,0.2958352565765381,0.7441,2.4384,5.995359909254509,0.001,0.549,0.34,0.7812,2.7841,270.4944571102571,25.0,2201,False,True,True,False,True,0.30000001192092896,0.4000000059604645,0.1,0.04,0.0442,True,True,14,19,16,0.23219999999999996,0.08120000000000005,0.23119999999999996,0.39999999999999997
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.35,0.7,1e-05,4.0,2.0,50,4000,46000,0,cuda,0.65,0.5,0.7261,0.8874,2.0633,0.29083165526390076,0.4748,3.995359909254509,0.5609130859375,0.36946389079093933,0.7949,2.9896,5.995359909254509,0.001,0.649,0.42,0.8407,3.4987,270.4944571102571,25.0,2601,False,True,True,False,True,0.3799999952316284,0.5,0.12,0.04,0.0505,True,True,18,24,20,0.19169999999999998,0.14070000000000005,0.19069999999999998,0.33333333333333337
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.35,0.7,1e-05,4.0,2.0,50,4000,46000,1,cuda,0.65,0.5,0.7282,0.8889,2.1245,0.3126567602157593,0.4769,3.995359909254509,0.5609130859375,0.35480934381484985,0.787,2.8793,5.995359909254509,0.001,0.649,0.42,0.8382,3.5013,270.4944571102571,25.0,2601,False,True,True,False,True,0.36000001430511475,0.5,0.14,0.06,0.0652,True,True,17,24,20,0.18919999999999992,0.1382,0.18819999999999992,0.4285714285714285
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.35,0.7,1e-05,4.0,2.0,50,4000,46000,2,cuda,0.65,0.5,0.7315,0.8899,2.0806,0.3014402687549591,0.4761,3.995359909254509,0.5609130859375,0.3574058711528778,0.7895,2.893,5.995359909254509,0.001,0.649,0.4,0.8214,3.2834,270.4944571102571,25.0,2601,False,True,True,False,True,0.36000001430511475,0.5,0.14,0.04,0.0426,True,True,17,24,19,0.1724,0.12140000000000006,0.1714,0.2857142857142857
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,2.0,50,4000,46000,0,cuda,0.75,0.5,0.7308,0.9096,2.3826,0.32630276679992676,0.4748,3.995359909254509,0.5609130859375,0.45483994483947754,0.8575,3.7976,5.995359909254509,0.001,0.749,0.54,0.8997,4.6614,270.4944571102571,25.0,3001,True,True,True,True,True,0.46000000834465027,0.6399999856948853,0.18,0.08,0.0852,True,True,22,31,26,0.15070000000000006,0.1997000000000001,0.14970000000000006,0.4444444444444445
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.25,0.7,1e-05,4.0,2.0,50,4000,46000,1,cuda,0.75,0.5,0.7264,0.907,2.3755,0.34073781967163086,0.4769,3.995359909254509,0.5609130859375,0.4390140175819397,0.8475,3.6705,5.995359909254509,0.001,0.749,0.52,0.8921,4.4522,270.4944571102571,25.0,3001,True,True,True,True,True,0.4399999976158142,0.6200000047683716,0.18,0.08,0.081,True,True,21,30,25,0.1431,0.19210000000000005,0.1421,0.4444444444444445
report_traineps_4.0_caleps_2.0_calsize_4000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.25,0.7,1e-05,4.0,2.0,50,4000,46000,2,cuda,0.75,0.5,0.7279,0.903,2.3888,0.33614325523376465,0.4761,3.995359909254509,0.5609130859375,0.43578964471817017,0.8443,3.6339,5.995359909254509,0.001,0.749,0.52,0.8894,4.4338,270.4944571102571,25.0,3001,True,True,True,True,True,0.4399999976158142,0.6200000047683716,0.18,0.08,0.0842,True,True,21,30,25,0.14039999999999997,0.1894,0.13939999999999997,0.4444444444444445
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,1000,49000,0,cuda,0.55,0.5,0.7179,0.8671,1.8829,0.27533891797065735,0.4815,3.991399689840786,0.5572509765625,0.3085463345050812,0.7583,2.5506,7.991399689840787,0.001,0.549,0.42,0.8422,3.4916,135.24722855512854,12.5,551,False,True,True,False,True,0.3199999928474426,0.5799999833106995,0.26,0.1,0.1115,True,True,15,28,20,0.2931999999999999,0.1422,0.2921999999999999,0.38461538461538464
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,1000,49000,1,cuda,0.55,0.5,0.7377,0.8712,1.8372,0.2707270681858063,0.481,3.991399689840786,0.5572509765625,0.3057022988796234,0.7527,2.4893,7.991399689840787,0.001,0.549,0.38,0.8027,3.0492,135.24722855512854,12.5,551,False,True,True,False,True,0.3199999928474426,0.5199999809265137,0.2,0.06,0.0743,True,True,15,25,18,0.2536999999999999,0.10270000000000001,0.2526999999999999,0.3
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,1000,49000,2,cuda,0.55,0.5,0.7274,0.8786,1.9214,0.2844277620315552,0.4768,3.991399689840786,0.5572509765625,0.3017149567604065,0.7496,2.4811,7.991399689840787,0.001,0.549,0.4,0.821,3.2827,135.24722855512854,12.5,551,False,True,True,False,True,0.3199999928474426,0.5199999809265137,0.2,0.08,0.0983,True,True,15,25,19,0.2719999999999999,0.121,0.2709999999999999,0.39999999999999997
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.35,0.7,1e-05,4.0,4.0,50,1000,49000,0,cuda,0.65,0.5,0.7233,0.894,2.1404,0.3085322976112366,0.4815,3.991399689840786,0.5572509765625,0.380621075630188,0.8085,3.0789,7.991399689840787,0.001,0.649,0.52,0.8939,4.4346,135.24722855512854,12.5,651,False,True,True,False,True,0.4000000059604645,0.7799999713897705,0.38,0.12,0.1394,True,True,19,38,25,0.2449,0.19390000000000007,0.2439,0.3157894736842105
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.35,0.7,1e-05,4.0,4.0,50,1000,49000,1,cuda,0.65,0.5,0.732,0.8821,2.0479,0.29622122645378113,0.481,3.991399689840786,0.5572509765625,0.35893502831459045,0.7863,2.8691,7.991399689840787,0.001,0.649,0.5,0.8775,4.1752,135.24722855512854,12.5,651,False,True,True,False,True,0.36000001430511475,0.699999988079071,0.34,0.14,0.1411,True,True,17,34,24,0.22849999999999993,0.1775,0.22749999999999992,0.411764705882353
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.35,0.7,1e-05,4.0,4.0,50,1000,49000,2,cuda,0.65,0.5,0.723,0.891,2.1001,0.3081762492656708,0.4768,3.991399689840786,0.5572509765625,0.3742470443248749,0.7999,3.0264,7.991399689840787,0.001,0.649,0.48,0.864,3.9978,135.24722855512854,12.5,651,False,True,True,False,True,0.3799999952316284,0.699999988079071,0.32,0.1,0.1058,True,True,18,34,23,0.21499999999999997,0.16400000000000003,0.21399999999999997,0.3125
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,4.0,50,1000,49000,0,cuda,0.75,0.5,0.7215,0.9083,2.4856,0.3484000563621521,0.4815,3.991399689840786,0.5572509765625,0.47377151250839233,0.8657,3.9443,7.991399689840787,0.001,0.749,0.64,0.9362,5.7129,135.24722855512854,12.5,751,True,True,True,True,True,0.47999998927116394,1.0,0.52,0.16,0.1662,True,True,23,49,31,0.18720000000000003,0.23620000000000008,0.18620000000000003,0.3076923076923077
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.25,0.7,1e-05,4.0,4.0,50,1000,49000,1,cuda,0.75,0.5,0.735,0.9032,2.3417,0.33272528648376465,0.481,3.991399689840786,0.5572509765625,0.4471294581890106,0.8503,3.6826,7.991399689840787,0.001,0.749,0.62,0.9286,5.4553,135.24722855512854,12.5,751,True,True,True,True,True,0.46000000834465027,1.0,0.54,0.16,0.1729,True,True,22,49,30,0.17959999999999998,0.22860000000000003,0.17859999999999998,0.2962962962962963
report_traineps_4.0_caleps_4.0_calsize_1000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.25,0.7,1e-05,4.0,4.0,50,1000,49000,2,cuda,0.75,0.5,0.7276,0.9054,2.3436,0.33402884006500244,0.4768,3.991399689840786,0.5572509765625,0.4471263587474823,0.8475,3.7201,7.991399689840787,0.001,0.749,0.64,0.932,5.7184,135.24722855512854,12.5,751,True,True,True,True,True,0.46000000834465027,1.0,0.54,0.18,0.1929,True,True,22,49,31,0.18300000000000005,0.2320000000000001,0.18200000000000005,0.3333333333333333
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,2000,48000,0,cuda,0.55,0.5,0.728,0.8676,1.8788,0.2706042230129242,0.4822,3.9932332188719033,0.5584716796875,0.30499720573425293,0.7559,2.5025,7.993233218871904,0.001,0.549,0.36,0.7928,2.8917,135.24722855512854,12.5,1101,False,True,True,False,True,0.3199999928474426,0.4000000059604645,0.08,0.04,0.055,True,True,15,19,17,0.2437999999999999,0.0928,0.2427999999999999,0.5
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,2000,48000,1,cuda,0.55,0.5,0.7304,0.8674,1.8616,0.2718363404273987,0.4845,3.9932332188719033,0.5584716796875,0.2998277544975281,0.7427,2.4511,7.993233218871904,0.001,0.549,0.34,0.7745,2.7561,135.24722855512854,12.5,1101,False,True,True,False,True,0.30000001192092896,0.4000000059604645,0.1,0.04,0.0402,True,True,14,19,16,0.22549999999999992,0.07450000000000001,0.22449999999999992,0.39999999999999997
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.55_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.44999999999999996,0.7,1e-05,4.0,4.0,50,2000,48000,2,cuda,0.55,0.5,0.7285,0.8712,1.8462,0.2694734036922455,0.4783,3.9932332188719033,0.5584716796875,0.2926670014858246,0.7414,2.3968,7.993233218871904,0.001,0.549,0.34,0.7802,2.7736,135.24722855512854,12.5,1101,False,True,True,False,True,0.30000001192092896,0.3799999952316284,0.08,0.04,0.0473,True,True,14,18,16,0.23119999999999996,0.08020000000000005,0.23019999999999996,0.5
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.35,0.7,1e-05,4.0,4.0,50,2000,48000,0,cuda,0.65,0.5,0.7306,0.8922,2.0996,0.3009454607963562,0.4822,3.9932332188719033,0.5584716796875,0.37350621819496155,0.8031,3.0023,7.993233218871904,0.001,0.649,0.42,0.84,3.4746,135.24722855512854,12.5,1301,False,True,True,False,True,0.3799999952316284,0.5,0.12,0.04,0.0465,True,True,18,24,20,0.19099999999999995,0.14,0.18999999999999995,0.33333333333333337
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.35,0.7,1e-05,4.0,4.0,50,2000,48000,1,cuda,0.65,0.5,0.7246,0.8848,2.0682,0.29793137311935425,0.4845,3.9932332188719033,0.5584716796875,0.3583650588989258,0.785,2.8755,7.993233218871904,0.001,0.649,0.42,0.8345,3.4675,135.24722855512854,12.5,1301,False,True,True,False,True,0.36000001430511475,0.47999998927116394,0.12,0.06,0.0616,True,True,17,23,20,0.1855,0.13450000000000006,0.1845,0.5
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.65_target_0.7_beta_0.001_lsmooth_0.5_seed_2.json,0.35,0.7,1e-05,4.0,4.0,50,2000,48000,2,cuda,0.65,0.5,0.7309,0.8869,2.0397,0.29866939783096313,0.4783,3.9932332188719033,0.5584716796875,0.35062694549560547,0.7861,2.84,7.993233218871904,0.001,0.649,0.4,0.8255,3.2779,135.24722855512854,12.5,1301,False,True,True,False,True,0.36000001430511475,0.47999998927116394,0.12,0.04,0.0494,True,True,17,23,19,0.1765,0.12550000000000006,0.1755,0.33333333333333337
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_0.json,0.25,0.7,1e-05,4.0,4.0,50,2000,48000,0,cuda,0.75,0.5,0.728,0.9068,2.4111,0.3374711871147156,0.4822,3.9932332188719033,0.5584716796875,0.45557454228401184,0.8561,3.7756,7.993233218871904,0.001,0.749,0.54,0.8983,4.631,135.24722855512854,12.5,1501,True,True,True,True,True,0.46000000834465027,0.6600000262260437,0.2,0.08,0.0844,True,True,22,32,26,0.1493,0.19830000000000003,0.1483,0.39999999999999997
report_traineps_4.0_caleps_4.0_calsize_2000_nomcov_0.75_target_0.7_beta_0.001_lsmooth_0.5_seed_1.json,0.25,0.7,1e-05,4.0,4.0,50,2000,48000,1,cuda,0.75,0.5,0.7247,0.9001,2.3853,0.3353693187236786,0.4845,3.9932332188719033,0.5584716796875,0.4265948235988617,0.8386,3.527,7.993233218871904,0.001,0.749,0.5,0.8756,4.1891,135.24722855512854,12.5,1501,True,True,True,True,True,0.4399999976158142,0.6000000238418579,0.16,0.06,0.0734,True,True,21,29,24,0.12660000000000005,0.1756000000000001,0.12560000000000004,0.375
